Name,Country,Region,Type,Last Known Eruption,Latitude,Longitude,Dominant Rock Type,Tectonic Setting
Larderello,Italy,Mediterranean and Western Asia,Explosion crater,1282,43.25,10.87,No Data,Subduction Zone / Continental Crust (>25 km)
Vulsini,Italy,Mediterranean and Western Asia,Caldera,-104,42.6,11.93,Trachyte / Trachydacite,Subduction Zone / Continental Crust (>25 km)
Campi Flegrei,Italy,Mediterranean and Western Asia,Caldera,1538,40.827,14.139000000000001,Trachyte / Trachydacite,Subduction Zone / Continental Crust (>25 km)
Vesuvius,Italy,Mediterranean and Western Asia,Stratovolcano,1944,40.821,14.425999999999998,Phono-tephrite /  Tephri-phonolite,Subduction Zone / Continental Crust (>25 km)
Ischia,Italy,Mediterranean and Western Asia,Complex,1302,40.73,13.897,Trachyte / Trachydacite,Subduction Zone / Continental Crust (>25 km)
Stromboli,Italy,Mediterranean and Western Asia,Stratovolcano,2016,38.789,15.213,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
Lipari,Italy,Mediterranean and Western Asia,Stratovolcano,1230,38.49,14.933,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Vulcano,Italy,Mediterranean and Western Asia,Stratovolcano,1890,38.404,14.962,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Etna,Italy,Mediterranean and Western Asia,Stratovolcano,2016,37.734,15.004000000000001,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Campi Flegrei Mar Sicilia,Italy,Mediterranean and Western Asia,Submarine,1867,37.1,12.7,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
Pantelleria,Italy,Mediterranean and Western Asia,Shield,1891,36.77,12.02,Rhyolite,Rift Zone / Continental Crust (>25 km)
Methana,Greece,Mediterranean and Western Asia,Lava dome,-258,37.615,23.336,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Milos,Greece,Mediterranean and Western Asia,Stratovolcano,140,36.699,24.439,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Santorini,Greece,Mediterranean and Western Asia,Shield,1950,36.404,25.396,Dacite,Subduction Zone / Continental Crust (>25 km)
Nisyros,Greece,Mediterranean and Western Asia,Stratovolcano,1888,36.586,27.16,Dacite,Subduction Zone / Continental Crust (>25 km)
Nemrut Dagi,Turkey,Mediterranean and Western Asia,Stratovolcano,1650,38.654,42.229,Rhyolite,Intraplate / Continental Crust (>25 km)
Tenduruk Dagi,Turkey,Mediterranean and Western Asia,Shield,1855,39.356,43.873999999999995,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Ararat,Turkey,Mediterranean and Western Asia,Stratovolcano,1840,39.7,44.3,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
Elbrus,Russia,Mediterranean and Western Asia,Stratovolcano,50,43.351000000000006,42.442,Dacite,Intraplate / Continental Crust (>25 km)
Kazbek,Georgia,Mediterranean and Western Asia,Stratovolcano,-750,42.7,44.5,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
Porak,Armenia-Azerbaijan,Mediterranean and Western Asia,Stratovolcano,-778,40.028,45.74,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
"Tair, Jebel at",Yemen,Africa and Red Sea,Stratovolcano,2008,15.55,41.83,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
Zubair Group,Yemen,Africa and Red Sea,Shield,2013,15.05,42.18,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Dallol,Ethiopia,Africa and Red Sea,Explosion crater,2011,14.242,40.3,No Data,Rift Zone / Intermediate Crust (15-25 km)
Alu-Dalafilla,Ethiopia,Africa and Red Sea,Fissure vent,2008,13.793,40.553000000000004,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Erta Ale,Ethiopia,Africa and Red Sea,Shield,2016,13.6,40.67,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Dubbi,Eritrea,Africa and Red Sea,Stratovolcano,1861,13.579,41.809,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Nabro,Eritrea,Africa and Red Sea,Stratovolcano,2012,13.37,41.7,Trachyte / Trachydacite,Rift Zone / Intermediate Crust (15-25 km)
Alayta,Ethiopia,Africa and Red Sea,Shield,1915,12.888,40.573,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Dabbahu,Ethiopia,Africa and Red Sea,Stratovolcano,2005,12.595,40.48,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Manda Hararo,Ethiopia,Africa and Red Sea,Shield,2009,12.17,40.82,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Manda-Inakir,Ethiopia-Djibouti,Africa and Red Sea,Fissure vent,1928,12.38,42.2,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Ardoukoba,Djibouti,Africa and Red Sea,Fissure vent,1978,11.58,42.47,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Dama Ali,Ethiopia,Africa and Red Sea,Shield,1631,11.28,41.63,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
Fentale,Ethiopia,Africa and Red Sea,Stratovolcano,1820,8.975,39.93,Rhyolite,Rift Zone / Continental Crust (>25 km)
Kone,Ethiopia,Africa and Red Sea,Caldera,1820,8.8,39.692,Rhyolite,Rift Zone / Continental Crust (>25 km)
Tullu Moje,Ethiopia,Africa and Red Sea,Pyroclastic cone,1900,8.158999999999999,39.137,Rhyolite,Rift Zone / Continental Crust (>25 km)
Alutu,Ethiopia,Africa and Red Sea,Stratovolcano,-50,7.77,38.78,Rhyolite,Rift Zone / Continental Crust (>25 km)
South Island,Kenya,Africa and Red Sea,Stratovolcano,1888,2.63,36.6,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km)
"Barrier, The",Kenya,Africa and Red Sea,Shield,1921,2.32,36.57,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
Emuruangogolak,Kenya,Africa and Red Sea,Shield,1910,1.5,36.33,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
Olkaria,Kenya,Africa and Red Sea,Pyroclastic cone,1770,-0.904,36.292,Rhyolite,Rift Zone / Continental Crust (>25 km)
Longonot,Kenya,Africa and Red Sea,Stratovolcano,1863,-0.914,36.446,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
"Lengai, Ol Doinyo",Tanzania,Africa and Red Sea,Stratovolcano,2013,-2.764,35.914,Foidite,Rift Zone / Continental Crust (>25 km)
Chyulu Hills,Kenya,Africa and Red Sea,Volcanic field,1855,-2.68,37.88,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
Meru,Tanzania,Africa and Red Sea,Stratovolcano,1910,-3.25,36.75,Phonolite,Rift Zone / Continental Crust (>25 km)
Ngozi,Tanzania,Africa and Red Sea,Caldera,1450,-8.988999999999999,33.554,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
Rungwe,Tanzania,Africa and Red Sea,Stratovolcano,1250,-9.135,33.668,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
Kyejo,Tanzania,Africa and Red Sea,Stratovolcano,1800,-9.229,33.792,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
Nyamuragira,DR Congo,Africa and Red Sea,Shield,2015,-1.4080000000000001,29.2,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
Nyiragongo,DR Congo,Africa and Red Sea,Stratovolcano,2016,-1.52,29.25,Foidite,Rift Zone / Continental Crust (>25 km)
Visoke,DR Congo-Rwanda,Africa and Red Sea,Stratovolcano,1957,-1.4580000000000002,29.485,Trachyandesite / Basaltic Trachyandesite,Rift Zone / Continental Crust (>25 km)
Santa Isabel,Equatorial Guinea,Africa and Red Sea,Shield,1923,3.58,8.75,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Cameroon,Cameroon,Africa and Red Sea,Stratovolcano,2000,4.203,9.17,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
Bayuda Volcanic Field,Sudan,Africa and Red Sea,Pyroclastic cone,850,18.33,32.75,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
Unnamed,Syria,Middle East and Indian Ocean,Volcanic field,1222,36.67,37.0,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km)
Harrat Ash Shamah,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Volcanic field,1850,32.333,37.583,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Uwayrid, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,640,27.08,37.25,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Lunayyir, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,1000,25.17,37.75,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Khaybar, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,650,25.0,39.92,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Rahat, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,1256,23.08,39.78,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Yar, Jabal",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,1810,17.05,42.83,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Arhab, Harra of",Yemen,Middle East and Indian Ocean,Volcanic field,500,15.63,44.08,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
"Dhamar, Harras of",Yemen,Middle East and Indian Ocean,Volcanic field,1937,14.57,44.67,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Sawad, Harra Es-",Yemen,Middle East and Indian Ocean,Volcanic field,1253,13.58,46.12,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
Karthala,Comoros,Middle East and Indian Ocean,Shield,2007,-11.75,43.38,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km)
"Fournaise, Piton de la",France,Middle East and Indian Ocean,Shield,2016,-21.244,55.708,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km)
Boomerang Seamount,France,Middle East and Indian Ocean,Submarine,1995,-37.721,77.825,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
St. Paul,France,Middle East and Indian Ocean,Stratovolcano,1793,-38.72,77.53,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Heard,Australia,Middle East and Indian Ocean,Stratovolcano,2016,-53.106,73.513,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
McDonald Islands,Australia,Middle East and Indian Ocean,Complex,2005,-53.03,72.6,Phonolite,Intraplate / Oceanic Crust (< 15 km)
Marion Island,South Africa,Middle East and Indian Ocean,Shield,2004,-46.9,37.75,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Kaikohe-Bay of Islands,New Zealand,New Zealand to Fiji,Volcanic field,400,-35.3,173.9,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Auckland Field,New Zealand,New Zealand to Fiji,Volcanic field,1350,-36.9,174.87,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Taranaki [Egmont],New Zealand,New Zealand to Fiji,Stratovolcano,1854,-39.3,174.07,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
White Island,New Zealand,New Zealand to Fiji,Stratovolcano,2016,-37.52,177.18,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Okataina,New Zealand,New Zealand to Fiji,Lava dome,1981,-38.12,176.5,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Reporoa,New Zealand,New Zealand to Fiji,Caldera,1180,-38.42,176.33,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Maroa,New Zealand,New Zealand to Fiji,Caldera,180,-38.42,176.08,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Taupo,New Zealand,New Zealand to Fiji,Caldera,260,-38.82,176.0,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Tongariro,New Zealand,New Zealand to Fiji,Stratovolcano,2012,-39.157,175.632,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ruapehu,New Zealand,New Zealand to Fiji,Stratovolcano,2007,-39.28,175.57,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Rumble III,New Zealand,New Zealand to Fiji,Submarine,2008,-35.745,178.47799999999998,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Healy,New Zealand,New Zealand to Fiji,Submarine,1360,-35.004,178.97299999999998,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Havre Seamount,New Zealand,New Zealand to Fiji,Submarine,2012,-31.08,-179.033,No Data,Subduction Zone / Oceanic Crust (< 15 km)
Raoul Island,New Zealand,New Zealand to Fiji,Stratovolcano,2006,-29.27,-177.92,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Monowai,New Zealand,New Zealand to Fiji,Submarine,2012,-25.886999999999997,-177.188,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Unnamed,Tonga,New Zealand to Fiji,Submarine,1932,-21.38,-175.65,No Data,Subduction Zone / Oceanic Crust (< 15 km)
Unnamed,Tonga,New Zealand to Fiji,Submarine,1999,-20.85,-175.53,No Data,Subduction Zone / Oceanic Crust (< 15 km)
Hunga Tonga-Hunga Ha'apai,Tonga,New Zealand to Fiji,Submarine,2015,-20.535999999999998,-175.382,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Falcon Island,Tonga,New Zealand to Fiji,Submarine,1936,-20.32,-175.42,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Tofua,Tonga,New Zealand to Fiji,Caldera,2014,-19.75,-175.07,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Metis Shoal,Tonga,New Zealand to Fiji,Submarine,1995,-19.18,-174.87,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Home Reef,Tonga,New Zealand to Fiji,Submarine,2006,-18.992,-174.775,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Late,Tonga,New Zealand to Fiji,Stratovolcano,1854,-18.805999999999997,-174.65,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Unnamed,Tonga,New Zealand to Fiji,Submarine,2001,-18.325,-174.365,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Fonualei,Tonga,New Zealand to Fiji,Stratovolcano,1957,-18.02,-174.325,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Curacoa,Tonga,New Zealand to Fiji,Submarine,1979,-15.62,-173.67,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Niuafo'ou,Tonga,New Zealand to Fiji,Shield,1985,-15.6,-175.63,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Tafu-Maka,Tonga,New Zealand to Fiji,Submarine,2008,-15.37,-174.23,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
West Mata,Tonga,New Zealand to Fiji,Submarine,2009,-15.1,-173.75,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Vailulu'u,United States,New Zealand to Fiji,Submarine,2003,-14.215,-169.058,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Ofu-Olosega,United States,New Zealand to Fiji,Shield,1866,-14.175,-169.618,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Savai'i,Samoa,New Zealand to Fiji,Shield,1911,-13.612,-172.525,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Taveuni,Fiji,New Zealand to Fiji,Shield,1550,-16.82,-179.97,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
Nabukelevu,Fiji,New Zealand to Fiji,Lava dome,1660,-19.12,177.98,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
St. Andrew Strait,Papua New Guinea,Melanesia and Australia,Complex,1957,-2.38,147.35,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
Unnamed,Papua New Guinea,Melanesia and Australia,Submarine,1972,-3.03,147.78,No Data,Rift Zone / Continental Crust (>25 km)
Bam,Papua New Guinea,Melanesia and Australia,Stratovolcano,1960,-3.613,144.81799999999998,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Manam,Papua New Guinea,Melanesia and Australia,Stratovolcano,2016,-4.08,145.037,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Karkar,Papua New Guinea,Melanesia and Australia,Stratovolcano,2014,-4.649,145.964,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Long Island,Papua New Guinea,Melanesia and Australia,Complex,1993,-5.358,147.12,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ritter Island,Papua New Guinea,Melanesia and Australia,Stratovolcano,2007,-5.519,148.115,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Langila,Papua New Guinea,Melanesia and Australia,Complex,2016,-5.525,148.42,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Dakataua,Papua New Guinea,Melanesia and Australia,Caldera,1895,-5.093999999999999,150.094,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Krummel-Garbuna-Welcker,Papua New Guinea,Melanesia and Australia,Stratovolcano,2008,-5.416,150.02700000000002,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Witori,Papua New Guinea,Melanesia and Australia,Caldera,2012,-5.5760000000000005,150.516,Dacite,Subduction Zone / Continental Crust (>25 km)
Hargy,Papua New Guinea,Melanesia and Australia,Stratovolcano,950,-5.33,151.1,Dacite,Subduction Zone / Continental Crust (>25 km)
Bamus,Papua New Guinea,Melanesia and Australia,Stratovolcano,1886,-5.2,151.23,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ulawun,Papua New Guinea,Melanesia and Australia,Stratovolcano,2016,-5.05,151.33,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Lolobau,Papua New Guinea,Melanesia and Australia,Caldera,1912,-4.92,151.158,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Rabaul,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,2014,-4.271,152.203,Dacite,Subduction Zone / Continental Crust (>25 km)
Lamington,Papua New Guinea,Melanesia and Australia,Stratovolcano,1956,-8.95,148.15,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Victory,Papua New Guinea,Melanesia and Australia,Stratovolcano,1935,-9.2,149.07,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Waiowa,Papua New Guinea,Melanesia and Australia,Pyroclastic cone,1944,-9.57,149.075,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
Dawson Strait Group,Papua New Guinea,Melanesia and Australia,Volcanic field,1350,-9.62,150.88,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Ambitle,Papua New Guinea,Melanesia and Australia,Stratovolcano,-350,-4.08,153.65,Phono-tephrite /  Tephri-phonolite,Subduction Zone / Crust Thickness Unknown
Billy Mitchell,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,1580,-6.0920000000000005,155.225,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Bagana,Papua New Guinea,Melanesia and Australia,Lava cone,2016,-6.1370000000000005,155.196,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Simbo,Solomon Islands,Melanesia and Australia,Stratovolcano,1910,-8.292,156.52,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Kavachi,Solomon Islands,Melanesia and Australia,Submarine,2007,-9.02,157.95,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Savo,Solomon Islands,Melanesia and Australia,Stratovolcano,1847,-9.13,159.82,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Tinakula,Solomon Islands,Melanesia and Australia,Stratovolcano,2012,-10.38,165.8,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Suretamatai,Vanuatu,Melanesia and Australia,Complex,1966,-13.8,167.47,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
Gaua,Vanuatu,Melanesia and Australia,Stratovolcano,2011,-14.27,167.5,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
Aoba,Vanuatu,Melanesia and Australia,Shield,2011,-15.4,167.83,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Ambrym,Vanuatu,Melanesia and Australia,Pyroclastic shield,2016,-16.25,168.12,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Lopevi,Vanuatu,Melanesia and Australia,Stratovolcano,2007,-16.507,168.34599999999998,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Epi,Vanuatu,Melanesia and Australia,Stratovolcano,2004,-16.68,168.37,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Kuwae,Vanuatu,Melanesia and Australia,Caldera,1974,-16.829,168.53599999999997,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Traitor's Head,Vanuatu,Melanesia and Australia,Stratovolcano,1881,-18.754,169.238,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
Yasur,Vanuatu,Melanesia and Australia,Stratovolcano,2016,-19.53,169.442,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
Eastern Gemini Seamount,France,Melanesia and Australia,Submarine,1996,-20.98,170.28,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Matthew Island,France,Melanesia and Australia,Stratovolcano,1956,-22.33,171.32,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Hunter Island,France,Melanesia and Australia,Stratovolcano,1903,-22.4,172.05,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Barren Island,India,Indonesia,Stratovolcano,2016,12.277999999999999,93.85799999999999,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Seulawah Agam,Indonesia,Indonesia,Stratovolcano,1839,5.4479999999999995,95.65799999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Peuet Sague,Indonesia,Indonesia,Complex,2000,4.914,96.329,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
"Telong, Bur ni",Indonesia,Indonesia,Stratovolcano,1937,4.769,96.821,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Singkut,Indonesia,Indonesia,Caldera,1881,3.248,98.501,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sinabung,Indonesia,Indonesia,Stratovolcano,2016,3.17,98.39200000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sorikmarapi,Indonesia,Indonesia,Stratovolcano,1986,0.6859999999999999,99.539,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Marapi,Indonesia,Indonesia,Complex,2015,-0.381,100.473,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Tandikat-Singgalang,Indonesia,Indonesia,Stratovolcano,1924,-0.39,100.331,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Talang,Indonesia,Indonesia,Stratovolcano,2007,-0.978,100.679,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kerinci,Indonesia,Indonesia,Stratovolcano,2016,-1.6969999999999998,101.264,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sumbing,Indonesia,Indonesia,Stratovolcano,1921,-2.414,101.728,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kaba,Indonesia,Indonesia,Stratovolcano,2000,-3.52,102.62,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Dempo,Indonesia,Indonesia,Stratovolcano,2009,-4.03,103.13,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Besar,Indonesia,Indonesia,Stratovolcano,1940,-4.43,103.67,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Suoh,Indonesia,Indonesia,Caldera,1933,-5.25,104.27,No Data,Subduction Zone / Continental Crust (>25 km)
Krakatau,Indonesia,Indonesia,Caldera,2014,-6.102,105.42299999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Perbakti-Gagak,Indonesia,Indonesia,Stratovolcano,1939,-6.75,106.7,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Salak,Indonesia,Indonesia,Stratovolcano,1938,-6.72,106.73,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Gede-Pangrango,Indonesia,Indonesia,Stratovolcano,1957,-6.77,106.965,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Tangkubanparahu,Indonesia,Indonesia,Stratovolcano,2013,-6.77,107.6,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Papandayan,Indonesia,Indonesia,Stratovolcano,2002,-7.32,107.73,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Guntur,Indonesia,Indonesia,Complex,1847,-7.143,107.84,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Galunggung,Indonesia,Indonesia,Stratovolcano,1984,-7.25,108.05799999999999,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Cereme,Indonesia,Indonesia,Stratovolcano,1951,-6.892,108.4,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Slamet,Indonesia,Indonesia,Stratovolcano,2014,-7.242000000000001,109.208,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Dieng Volcanic Complex,Indonesia,Indonesia,Complex,2009,-7.2,109.92,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sundoro,Indonesia,Indonesia,Stratovolcano,1971,-7.3,109.992,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sumbing,Indonesia,Indonesia,Stratovolcano,1730,-7.3839999999999995,110.07,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Merbabu,Indonesia,Indonesia,Stratovolcano,1797,-7.45,110.43,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Merapi,Indonesia,Indonesia,Stratovolcano,2014,-7.542000000000001,110.44200000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Muria,Indonesia,Indonesia,Stratovolcano,-160,-6.62,110.88,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Lawu,Indonesia,Indonesia,Stratovolcano,1885,-7.625,111.19200000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kelut,Indonesia,Indonesia,Stratovolcano,2014,-7.93,112.30799999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Arjuno-Welirang,Indonesia,Indonesia,Stratovolcano,1952,-7.725,112.58,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Semeru,Indonesia,Indonesia,Stratovolcano,2016,-8.107999999999999,112.92,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
